id 2,time,pm10
CU-S0005,2018-05-17,6.231742160278743
CU-S0005,2018-05-18,12.379721254355404
CU-S0005,2018-05-19,2.7965517241379314
CU-S0005,2018-05-22,12.452910798122076
CU-S0005,2018-05-23,12.063043478260875
CU-S0005,2018-05-24,11.861627906976745
CU-S0005,2018-05-25,13.583076923076923
CU-S0005,2018-05-26,7.771010452961673
CU-S0005,2018-05-27,7.16736111111111
CU-S0005,2018-05-28,5.572736842105264
CU-S0005,2018-05-29,4.689583333333334
CU-S0005,2018-05-30,7.429895470383276
CU-S0005,2018-05-31,7.463902439024388
CU-S0005,2018-06-01,7.8903859649122845
CU-S0005,2018-06-02,11.857638888888891
CU-S0005,2018-06-03,9.618750000000004
CU-S0005,2018-06-04,8.663344947735187
CU-S0005,2018-06-05,8.520104529616725
CU-S0005,2018-06-06,7.849652777777777
CU-S0005,2018-06-07,9.262500000000005
CU-S0006,2018-02-07,58.32144447979458
CU-S0006,2018-02-12,45.477256637168125
CU-S0006,2018-02-13,47.59097560975611
CU-S0006,2018-02-14,56.58923611111112
CU-S0006,2018-02-15,71.1963713080169
CU-S0006,2018-02-16,32.92412587412587
CU-S0006,2018-02-17,31.630000000000003
CU-S0006,2018-02-18,62.39922480620156
CU-S0006,2018-02-19,62.6176408450704
CU-S0006,2018-02-20,64.91300699300693
CU-S0006,2018-02-21,63.526041666666664
CU-S0006,2018-02-22,42.58940092165899
CU-S0006,2018-02-23,20.06333333333334
CU-S0006,2018-02-24,22.035343915343915
CU-S0006,2018-02-25,31.394773519163742
CU-S0006,2018-02-26,37.480342205323176
CU-S0006,2018-02-27,36.73545816733067
CU-S0006,2018-02-28,50.93972125435537
CU-S0006,2018-03-01,60.54607638888889
CU-S0006,2018-03-02,56.932291666666664
CU-S0006,2018-03-03,47.454166666666666
CU-S0006,2018-03-04,60.7553658536585
CU-S0006,2018-03-05,69.11477351916379
CU-S0006,2018-03-06,67.63541666666669
CU-S0006,2018-03-07,87.38253472222226
CU-S0006,2018-03-08,73.79691119691122
CU-S0006,2018-03-09,19.535850000000003
CU-S0006,2018-03-10,20.772000000000002
CU-S0006,2018-03-12,64.1651176470588
CU-S0006,2018-03-13,60.367456445993014
CU-S0006,2018-03-14,67.72847222222221
CU-S0006,2018-03-15,78.36548951048952
CU-S0006,2018-03-16,81.3520138888889
CU-S0006,2018-03-17,74.4309027777778
CU-S0006,2018-03-18,60.92604166666667
CU-S0006,2018-03-19,68.31480000000002
CU-S0006,2018-03-20,84.73801393728222
CU-S0006,2018-03-21,79.60160839160834
CU-S0006,2018-03-22,82.32480701754383
CU-S0006,2018-03-23,76.72277777777778
CU-S0006,2018-03-24,79.46805555555554
CU-S0006,2018-03-25,89.64354166666658
CU-S0006,2018-03-26,86.92961403508768
CU-S0006,2018-03-27,68.89562500000001
CU-S0006,2018-03-28,66.15467980295568
CU-S0006,2018-03-29,79.39638888888892
CU-S0006,2018-03-30,79.7175
CU-S0006,2018-03-31,64.65937500000001
CU-S0006,2018-04-01,61.415972222222294
CU-S0006,2018-04-02,51.15783972125435
CU-S0006,2018-04-03,34.15763888888888
CU-S0006,2018-04-04,52.28560747663551
CU-S0006,2018-04-05,36.66070754716977
CU-S0006,2018-04-06,34.06862660944207
CU-S0006,2018-04-07,13.8175
CU-S0006,2018-04-08,11.643402777777782
CU-S0006,2018-04-09,13.876712328767125
CU-S0006,2018-04-10,59.09977443609023
CU-S0006,2018-04-11,72.70937500000007
CU-S0006,2018-04-12,82.36538461538463
CU-S0006,2018-04-13,84.93264808362373
CU-S0006,2018-04-14,99.1617770034843
CU-S0006,2018-04-15,72.24798611111106
CU-S0006,2018-04-16,47.10328947368422
CU-S0006,2018-04-17,27.005492957746473
CU-S0006,2018-04-19,36.041515151515156
CU-S0006,2018-04-20,48.297052631579
CU-S0006,2018-04-21,58.256597222222226
CU-S0006,2018-04-22,67.23854166666665
CU-S0006,2018-04-23,74.30631944444436
CU-S0006,2018-04-24,78.37891608391612
CU-S0006,2018-04-25,49.66020979020979
CU-S0006,2018-04-26,31.485629370629383
CU-S0006,2018-04-27,19.04975524475525
CU-S0006,2018-04-28,22.052777777777777
CU-S0006,2018-04-29,14.925347222222213
CU-S0006,2018-04-30,12.415087108013944
CU-S0006,2018-05-01,15.392307692307705
CU-S0006,2018-05-02,3.5164459930313585
CU-S0006,2018-05-03,6.85546255506608
CU-S0006,2018-05-04,11.06827411167512
CU-S0006,2018-05-05,12.427986111111105
CU-S0006,2018-05-06,18.59823008849558
CU-S0006,2018-05-07,38.05299180327867
CU-S0006,2018-05-08,43.01641843971629
CU-S0006,2018-05-09,55.05612903225807
CU-S0006,2018-05-11,43.57718918918917
CU-S0006,2018-05-12,22.451324041811848
CU-S0006,2018-05-13,19.926736111111115
CU-S0006,2018-05-14,24.77826086956522
CU-S0006,2018-05-15,39.47744186046511
CU-S0006,2018-05-16,22.130927419354855
CU-S0006,2018-05-17,8.844055944055944
CU-S0006,2018-05-18,13.020786516853931
CU-S0006,2018-05-20,16.634
CU-S0006,2018-05-21,21.28727272727273
CU-S0006,2018-05-22,17.349545454545453
CU-S0006,2018-05-23,11.930801393728215
CU-S0006,2018-05-24,14.46453874538746
CU-S0006,2018-05-25,19.700860215053773
CU-S0006,2018-05-26,9.03025210084033
CU-S0006,2018-05-27,10.062187499999999
CU-S0006,2018-05-28,4.00799086757991
CU-S0006,2018-05-29,7.040766550522651
CU-S0006,2018-05-30,10.785195729537376
CU-S0006,2018-05-31,6.920689655172416
CU-S0007,2018-02-28,59.85125
CU-S0008,2018-02-14,60.258970588235265
CU-S0008,2018-02-15,52.49954861111106
CU-S0008,2018-02-16,30.223426573426604
CU-S0008,2018-02-17,55.94333333333334
CU-S0008,2018-02-18,61.152307692307694
CU-S0008,2018-02-19,73.31388888888888
CU-S0008,2018-02-20,63.85177865612651
