id,time,pm25
CU-S0006,2018-04-07,13.129999999999995
CU-S0006,2018-04-08,10.982291666666674
CU-S0006,2018-04-09,13.215068493150685
CU-S0006,2018-04-10,48.480075187969916
CU-S0006,2018-04-11,65.7996527777778
CU-S0006,2018-04-12,77.13531468531468
CU-S0006,2018-04-13,80.68341463414632
CU-S0006,2018-04-14,94.08020905923343
CU-S0006,2018-04-15,66.58760416666661
CU-S0006,2018-04-16,39.32828947368422
CU-S0006,2018-04-17,25.486901408450706
CU-S0006,2018-04-19,31.806666666666665
CU-S0006,2018-04-20,40.04242105263158
CU-S0006,2018-04-21,47.00902777777779
CU-S0006,2018-04-22,57.96805555555554
CU-S0006,2018-04-23,68.53034722222225
CU-S0006,2018-04-24,73.80388111888116
CU-S0006,2018-04-25,45.198986013985994
CU-S0006,2018-04-26,27.826923076923073
CU-S0006,2018-04-27,17.934580419580403
CU-S0006,2018-04-28,20.873263888888886
CU-S0006,2018-04-29,14.193055555555553
CU-S0006,2018-04-30,11.82121951219512
CU-S0006,2018-05-01,14.336713286713291
CU-S0006,2018-05-02,3.306864111498259
CU-S0006,2018-05-03,6.510837004405287
CU-S0006,2018-05-04,10.479086294416238
CU-S0006,2018-05-05,11.890347222222223
CU-S0006,2018-05-06,17.881415929203545
CU-S0006,2018-05-07,32.94803278688525
CU-S0006,2018-05-08,36.30003546099291
CU-S0006,2018-05-09,45.456129032258076
CU-S0006,2018-05-11,37.731567567567566
CU-S0006,2018-05-12,20.84599303135889
CU-S0006,2018-05-13,18.87673611111111
CU-S0006,2018-05-14,22.938509316770187
CU-S0006,2018-05-15,34.69837209302326
CU-S0006,2018-05-16,20.703709677419344
CU-S0006,2018-05-17,8.4458041958042
CU-S0006,2018-05-18,12.564044943820228
CU-S0006,2018-05-20,15.920666666666666
CU-S0006,2018-05-21,20.308618181818172
CU-S0006,2018-05-22,16.496328671328687
CU-S0006,2018-05-23,11.377247386759583
CU-S0006,2018-05-24,13.654760147601483
CU-S0006,2018-05-25,18.665806451612912
CU-S0006,2018-05-26,8.556218487394961
CU-S0006,2018-05-27,9.637187500000001
CU-S0006,2018-05-28,3.801278538812785
CU-S0006,2018-05-29,6.717421602787454
CU-S0006,2018-05-30,10.320533807829175
CU-S0006,2018-05-31,6.651724137931035
CU-S0007,2018-02-28,48.13375
CU-S0008,2018-02-14,49.05132352941179
CU-S0008,2018-02-15,42.65381944444446
CU-S0008,2018-02-16,26.9513986013986
CU-S0008,2018-02-17,48.94666666666665
CU-S0008,2018-02-18,48.83230769230767
CU-S0008,2018-02-19,63.33333333333331
CU-S0008,2018-02-20,52.82727272727275
CU-S0008,2018-02-21,52.45520833333338
CU-S0008,2018-02-22,31.975365853658513
CU-S0008,2018-02-23,14.025679442508714
CU-S0008,2018-02-24,21.515277777777772
CU-S0008,2018-02-25,34.33440860215054
CU-S0008,2018-02-26,33.7037630662021
CU-S0008,2018-02-27,23.904347826086966
CU-S0008,2018-02-28,43.27546428571428
CU-S0008,2018-03-01,44.454761904761895
CU-S0008,2018-03-02,50.616923076923094
CU-S0008,2018-03-05,68.56307317073171
CU-S0008,2018-03-06,66.07087719298244
CU-S0008,2018-03-07,83.96854545454543
CU-S0008,2018-03-08,63.84294964028777
CU-S0008,2018-03-09,17.66326388888889
CU-S0008,2018-03-10,29.93909407665506
CU-S0008,2018-03-11,48.466097560975626
CU-S0008,2018-03-12,53.923675213675246
CU-S0008,2018-03-13,50.12098245614035
CU-S0008,2018-03-14,55.799459459459484
CU-S0008,2018-03-16,76.63538888888891
CU-S0008,2018-03-17,62.298146853146804
CU-S0008,2018-03-18,51.36988847583641
CU-S0008,2018-03-19,49.137395833333365
CU-S0008,2018-03-20,57.780952380952364
CU-S0008,2018-03-22,73.63407608695654
CU-S0008,2018-03-23,67.78120437956204
CU-S0008,2018-03-24,80.75923344947736
CU-S0008,2018-03-25,89.9324041811847
CU-S0008,2018-03-26,83.67752650176676
CU-S0008,2018-03-27,68.85554216867466
CU-S0008,2018-03-28,53.90698254364089
CU-S0008,2018-03-29,68.5658536585366
CU-S0008,2018-03-30,73.6585628742515
CU-S0008,2018-03-31,47.74274074074073
