sensorid,time,pm1
CU-S0056,03-04-18,35.09442379
CU-S0056,04-04-18,33.14429224
CU-S0056,05-04-18,
CU-S0056,06-04-18,
CU-S0056,07-04-18,
CU-S0056,08-04-18,
CU-S0056,09-04-18,18.28146718
CU-S0056,10-04-18,28.67209302
CU-S0056,11-04-18,
CU-S0056,12-04-18,
CU-S0056,13-04-18,68.44305556
CU-S0056,14-04-18,
CU-S0056,15-04-18,
CU-S0056,16-04-18,
CU-S0056,17-04-18,
CU-S0056,18-04-18,
CU-S0056,19-04-18,
CU-S0056,20-04-18,
CU-S0056,21-04-18,
CU-S0056,22-04-18,
CU-S0056,23-04-18,
CU-S0056,24-04-18,
CU-S0056,25-04-18,
CU-S0056,26-04-18,
CU-S0056,27-04-18,
CU-S0056,28-04-18,
CU-S0056,29-04-18,
CU-S0056,30-04-18,
CU-S0056,01-05-18,
CU-S0056,02-05-18,
CU-S0056,03-05-18,
CU-S0056,04-05-18,
CU-S0056,05-05-18,
CU-S0056,06-05-18,
CU-S0056,07-05-18,
CU-S0056,08-05-18,
CU-S0056,09-05-18,
CU-S0056,10-05-18,
CU-S0056,11-05-18,16.28203922
CU-S0056,12-05-18,16.005
CU-S0056,13-05-18,
CU-S0056,14-05-18,
CU-S0056,15-05-18,
CU-S0056,16-05-18,21.68601695
CU-S0056,17-05-18,
CU-S0056,18-05-18,9.82125
CU-S0056,19-05-18,13.26770833
CU-S0056,20-05-18,12.85694444
CU-S0056,21-05-18,13.8844898
CU-S0056,22-05-18,12.17037037
CU-S0056,23-05-18,
CU-S0056,24-05-18,9.324423077
CU-S0056,25-05-18,12.40555556
CU-S0056,26-05-18,14.05952381
CU-S0056,27-05-18,2.83
CU-S0056,28-05-18,
CU-S0056,29-05-18,
CU-S0056,30-05-18,5.611707317
CU-S0056,31-05-18,6.134375
CU-S0056,01-06-18,8.684027778
CU-S0056,02-06-18,12.22534722
CU-S0056,03-06-18,11.18003484
CU-S0056,04-06-18,17.825
CU-S0056,05-06-18,
CU-S0056,06-06-18,
CU-S0056,07-06-18,
CU-S0056,08-06-18,
CU-S0056,09-06-18,
CU-S0056,10-06-18,
CU-S0056,11-06-18,
CU-S0056,12-06-18,
CU-S0056,13-06-18,
CU-S0056,14-06-18,
CU-S0056,15-06-18,
CU-S0056,16-06-18,
CU-S0056,17-06-18,
CU-S0056,18-06-18,
CU-S0056,19-06-18,
CU-S0056,20-06-18,
CU-S0056,21-06-18,
CU-S0056,22-06-18,
CU-S0056,23-06-18,
CU-S0056,24-06-18,
CU-S0056,25-06-18,
CU-S0056,26-06-18,
CU-S0056,27-06-18,
CU-S0056,28-06-18,
CU-S0056,29-06-18,
CU-S0056,30-06-18,
CU-S0056,01-07-18,
CU-S0056,02-07-18,
CU-S0056,03-07-18,
CU-S0056,04-07-18,
CU-S0056,05-07-18,
CU-S0056,06-07-18,
CU-S0056,07-07-18,
CU-S0056,08-07-18,
CU-S0056,09-07-18,
CU-S0056,10-07-18,
CU-S0056,11-07-18,
CU-S0056,12-07-18,
CU-S0056,13-07-18,
CU-S0056,14-07-18,
CU-S0056,15-07-18,
CU-S0056,16-07-18,
CU-S0056,17-07-18,
CU-S0056,18-07-18,
CU-S0056,19-07-18,
CU-S0056,20-07-18,
CU-S0056,21-07-18,
CU-S0056,22-07-18,
CU-S0056,23-07-18,
CU-S0056,24-07-18,
CU-S0056,25-07-18,
CU-S0056,26-07-18,
CU-S0056,27-07-18,
CU-S0056,28-07-18,
CU-S0056,29-07-18,
CU-S0056,30-07-18,
CU-S0056,31-07-18,
CU-S0056,01-08-18,
CU-S0056,02-08-18,
CU-S0056,03-08-18,
CU-S0056,04-08-18,
CU-S0056,05-08-18,
CU-S0056,06-08-18,
CU-S0056,07-08-18,
CU-S0056,08-08-18,
CU-S0056,09-08-18,
CU-S0056,10-08-18,
CU-S0056,11-08-18,
CU-S0056,12-08-18,
CU-S0056,13-08-18,
CU-S0056,14-08-18,
CU-S0056,15-08-18,
CU-S0056,16-08-18,
CU-S0056,17-08-18,
CU-S0056,18-08-18,
CU-S0056,19-08-18,
CU-S0056,20-08-18,
CU-S0056,21-08-18,
CU-S0056,22-08-18,
CU-S0056,23-08-18,
CU-S0056,24-08-18,
CU-S0056,25-08-18,
CU-S0056,26-08-18,
CU-S0056,27-08-18,
CU-S0056,28-08-18,
CU-S0056,29-08-18,
CU-S0056,30-08-18,
CU-S0056,31-08-18,
CU-S0056,01-09-18,
CU-S0056,02-09-18,
CU-S0056,03-09-18,
CU-S0056,04-09-18,
CU-S0056,05-09-18,
CU-S0056,06-09-18,
CU-S0056,07-09-18,
CU-S0056,08-09-18,
CU-S0056,09-09-18,
CU-S0056,10-09-18,
CU-S0056,11-09-18,
CU-S0056,12-09-18,
CU-S0056,13-09-18,
CU-S0056,14-09-18,
CU-S0056,15-09-18,
CU-S0056,16-09-18,
CU-S0056,17-09-18,
CU-S0056,18-09-18,
CU-S0056,19-09-18,
CU-S0056,20-09-18,
CU-S0056,21-09-18,
CU-S0056,22-09-18,
CU-S0056,23-09-18,
CU-S0056,24-09-18,
CU-S0056,25-09-18,
CU-S0056,26-09-18,
CU-S0056,27-09-18,
CU-S0056,28-09-18,
CU-S0056,29-09-18,
CU-S0059,31-01-18,
CU-S0059,01-02-18,
CU-S0059,02-02-18,
CU-S0059,03-02-18,
CU-S0059,04-02-18,
CU-S0059,05-02-18,
CU-S0059,06-02-18,
CU-S0059,07-02-18,
CU-S0059,08-02-18,
CU-S0059,09-02-18,
CU-S0059,10-02-18,
CU-S0059,11-02-18,
CU-S0059,12-02-18,
CU-S0059,13-02-18,28.23967391
CU-S0059,14-02-18,34.811777
CU-S0059,15-02-18,36.17372822
CU-S0059,16-02-18,27.71602888
CU-S0059,17-02-18,27.95862069
CU-S0059,18-02-18,40.30697674
CU-S0059,19-02-18,43.65041825
CU-S0059,20-02-18,44.37513889
CU-S0059,21-02-18,35.67978723
CU-S0059,22-02-18,23.34774194
CU-S0059,23-02-18,15.690625
CU-S0059,24-02-18,17.33878472
CU-S0059,25-02-18,23.09234266
CU-S0059,26-02-18,13.56118721
CU-S0059,27-02-18,19.73243243
CU-S0059,28-02-18,31.00931818
CU-S0059,01-03-18,28.09275
CU-S0059,02-03-18,30.61864407
CU-S0059,03-03-18,32.01404444
CU-S0059,04-03-18,35.72947368
CU-S0059,05-03-18,69.78882759
CU-S0059,06-03-18,79.27881944
CU-S0059,07-03-18,76.65745318
CU-S0059,08-03-18,49.38207843
CU-S0059,09-03-18,18.29995455
CU-S0059,10-03-18,24.42222222
CU-S0059,11-03-18,46.24370629
CU-S0059,12-03-18,61.24886598
CU-S0059,13-03-18,38.82708333
CU-S0059,14-03-18,66.89477352
CU-S0059,15-03-18,63.70034722
CU-S0059,16-03-18,76.23149826
CU-S0059,17-03-18,66.95714286
CU-S0059,18-03-18,95.24236111
CU-S0059,19-03-18,102.8321401
CU-S0059,20-03-18,85.08911661
CU-S0059,21-03-18,39.68185965
CU-S0059,22-03-18,44.80388889
CU-S0059,23-03-18,71.79084559
CU-S0059,24-03-18,90.10874539
CU-S0059,25-03-18,92.6456391
CU-S0059,26-03-18,55.56527473
CU-S0059,27-03-18,40.46979167
CU-S0059,28-03-18,49.00031469
CU-S0059,29-03-18,49.14527027
CU-S0059,30-03-18,61.42310924
CU-S0059,31-03-18,30.11408537
CU-S0059,01-04-18,
CU-S0059,02-04-18,
CU-S0059,03-04-18,40.09779167
CU-S0059,04-04-18,42.90009009
CU-S0059,05-04-18,27.7125
CU-S0059,06-04-18,23.67303167
CU-S0059,07-04-18,5.90625
CU-S0059,08-04-18,17.39652778
CU-S0059,09-04-18,25.46996183
CU-S0059,10-04-18,50.73933852
CU-S0059,11-04-18,59.64086022
CU-S0059,12-04-18,77.325
CU-S0059,13-04-18,109.4483898
CU-S0059,14-04-18,
CU-S0059,15-04-18,96.33372549
CU-S0059,16-04-18,
CU-S0059,17-04-18,9.099615385
CU-S0059,18-04-18,15.7570073
CU-S0059,19-04-18,21.55735294
CU-S0059,20-04-18,
CU-S0059,21-04-18,
CU-S0059,22-04-18,
CU-S0059,23-04-18,83.8609009
CU-S0059,24-04-18,75.39330709
CU-S0059,25-04-18,61.41485075
CU-S0059,26-04-18,15.06268817
CU-S0059,27-04-18,
CU-S0059,28-04-18,
CU-S0059,29-04-18,
CU-S0059,30-04-18,
CU-S0059,01-05-18,
CU-S0059,02-05-18,
CU-S0059,03-05-18,3.245433962
CU-S0059,04-05-18,6.065972222
CU-S0059,05-05-18,7.139649805
CU-S0059,06-05-18,11.50044248
CU-S0059,07-05-18,27.5045679
CU-S0059,08-05-18,28.23658537
CU-S0059,09-05-18,24.54548611
CU-S0059,10-05-18,26.4106383
CU-S0059,11-05-18,17.23065574
CU-S0059,12-05-18,
CU-S0059,13-05-18,10.26909091
CU-S0059,14-05-18,9.7272
CU-S0059,15-05-18,18.78453271
CU-S0059,16-05-18,22.40773585
CU-S0059,17-05-18,4.369637681
CU-S0059,18-05-18,5.074509804
CU-S0059,19-05-18,8.067555556
CU-S0059,20-05-18,6.522266667
CU-S0059,21-05-18,16.75537102
CU-S0059,22-05-18,8.146359447
CU-S0059,23-05-18,5.347359551
CU-S0059,24-05-18,8.744979757
CU-S0059,25-05-18,8.668778626
CU-S0059,26-05-18,6.87877551
CU-S0059,27-05-18,4.04057971
CU-S0059,28-05-18,2.476343284
CU-S0059,29-05-18,2.195
CU-S0059,30-05-18,6.67744186
CU-S0059,31-05-18,2.293103448
CU-S0059,01-06-18,3.383043478
CU-S0059,02-06-18,6.456597222
CU-S0059,03-06-18,6.554166667
CU-S0059,04-06-18,6.782995595
CU-S0059,05-06-18,7.35087108
CU-S0059,06-06-18,4.785454545
CU-S0059,07-06-18,7.469759036
CU-S0059,08-06-18,
CU-S0059,09-06-18,
CU-S0059,10-06-18,
CU-S0059,11-06-18,
CU-S0059,12-06-18,
CU-S0059,13-06-18,
CU-S0059,14-06-18,
CU-S0059,15-06-18,
CU-S0059,16-06-18,
CU-S0059,17-06-18,
CU-S0059,18-06-18,
CU-S0059,19-06-18,
CU-S0059,20-06-18,
CU-S0059,21-06-18,
CU-S0059,22-06-18,
CU-S0059,23-06-18,
CU-S0059,24-06-18,
CU-S0059,25-06-18,
CU-S0059,26-06-18,
CU-S0059,27-06-18,
CU-S0059,28-06-18,
CU-S0059,29-06-18,
CU-S0059,30-06-18,
CU-S0059,01-07-18,
CU-S0059,02-07-18,
CU-S0059,03-07-18,
CU-S0059,04-07-18,
CU-S0059,05-07-18,
CU-S0059,06-07-18,
CU-S0059,07-07-18,
CU-S0059,08-07-18,
CU-S0059,09-07-18,
CU-S0059,10-07-18,
CU-S0059,11-07-18,
CU-S0059,12-07-18,
CU-S0059,13-07-18,
CU-S0059,14-07-18,
CU-S0059,15-07-18,
CU-S0059,16-07-18,
CU-S0059,17-07-18,
CU-S0059,18-07-18,
CU-S0059,19-07-18,
CU-S0059,20-07-18,
CU-S0059,21-07-18,
CU-S0059,22-07-18,
CU-S0059,23-07-18,
CU-S0059,24-07-18,
CU-S0059,25-07-18,
CU-S0059,26-07-18,
CU-S0059,27-07-18,
CU-S0059,28-07-18,
CU-S0059,29-07-18,
CU-S0059,30-07-18,
CU-S0059,31-07-18,
CU-S0059,01-08-18,
CU-S0059,02-08-18,
CU-S0059,03-08-18,
CU-S0059,04-08-18,
CU-S0059,05-08-18,
CU-S0059,06-08-18,
CU-S0059,07-08-18,
CU-S0059,08-08-18,
CU-S0059,09-08-18,
CU-S0059,10-08-18,
CU-S0059,11-08-18,
CU-S0059,12-08-18,
CU-S0059,13-08-18,
CU-S0059,14-08-18,
CU-S0059,15-08-18,
CU-S0059,16-08-18,
CU-S0059,17-08-18,
CU-S0059,18-08-18,
CU-S0059,19-08-18,
CU-S0059,20-08-18,
CU-S0059,21-08-18,
CU-S0059,22-08-18,
CU-S0059,23-08-18,
CU-S0059,24-08-18,
CU-S0059,25-08-18,
CU-S0059,26-08-18,
CU-S0059,27-08-18,
CU-S0059,28-08-18,
CU-S0059,29-08-18,
CU-S0059,30-08-18,
CU-S0059,31-08-18,
CU-S0059,01-09-18,
CU-S0059,02-09-18,
CU-S0059,03-09-18,
CU-S0059,04-09-18,
CU-S0059,05-09-18,
CU-S0059,06-09-18,
CU-S0059,07-09-18,
CU-S0059,08-09-18,
CU-S0059,09-09-18,
CU-S0059,10-09-18,
CU-S0059,11-09-18,
CU-S0059,12-09-18,
CU-S0059,13-09-18,
CU-S0059,14-09-18,
CU-S0059,15-09-18,
CU-S0059,16-09-18,
CU-S0059,17-09-18,
CU-S0059,18-09-18,
CU-S0059,19-09-18,
CU-S0059,20-09-18,
CU-S0059,21-09-18,
CU-S0059,22-09-18,
CU-S0059,23-09-18,
CU-S0059,24-09-18,
CU-S0059,25-09-18,
CU-S0059,26-09-18,
CU-S0059,27-09-18,
CU-S0059,28-09-18,
CU-S0059,29-09-18,
CU-S0060,31-01-18,
CU-S0060,01-02-18,
CU-S0060,02-02-18,
CU-S0060,03-02-18,
CU-S0060,04-02-18,
CU-S0060,05-02-18,
CU-S0060,06-02-18,
CU-S0060,07-02-18,38.95318607
CU-S0060,08-02-18,61.49393939
CU-S0060,09-02-18,
CU-S0060,10-02-18,
CU-S0060,11-02-18,
CU-S0060,12-02-18,29.33237226
CU-S0060,13-02-18,29.97304196
CU-S0060,14-02-18,37.87430556
CU-S0060,15-02-18,38.39965278
CU-S0060,16-02-18,25.23263889
CU-S0060,17-02-18,26.81666667
CU-S0060,18-02-18,39.93
CU-S0060,19-02-18,42.81553191
CU-S0060,20-02-18,43.15735192
CU-S0060,21-02-18,40.02811189
CU-S0060,22-02-18,34.89342342
CU-S0060,23-02-18,16.85818533
CU-S0060,24-02-18,18.65972222
CU-S0060,25-02-18,25.25034722
CU-S0060,26-02-18,23.47636364
CU-S0060,27-02-18,25.39721254
CU-S0060,28-02-18,31.72508711
CU-S0060,01-03-18,34.33966165
CU-S0060,02-03-18,35.73206294
CU-S0060,03-03-18,32.17881944
CU-S0060,04-03-18,38.34705882
CU-S0060,05-03-18,56.31402985
CU-S0060,06-03-18,51.30101399
CU-S0060,07-03-18,72.46278746
CU-S0060,08-03-18,54.73165493
CU-S0060,09-03-18,16.14520979
CU-S0060,10-03-18,24.60729167
CU-S0060,11-03-18,38.99826389
CU-S0060,12-03-18,45.91248252
CU-S0060,13-03-18,38.24506993
CU-S0060,14-03-18,46.24794425
CU-S0060,15-03-18,57.89979094
CU-S0060,16-03-18,61.77746479
CU-S0060,17-03-18,46.09583333
CU-S0060,18-03-18,41.10520833
CU-S0060,19-03-18,42.12557895
CU-S0060,20-03-18,52.14674825
CU-S0060,21-03-18,59.09449123
CU-S0060,22-03-18,59.41815534
CU-S0060,23-03-18,54.83176923
CU-S0060,24-03-18,62.9271777
CU-S0060,25-03-18,61.67770035
CU-S0060,26-03-18,59.0163986
CU-S0060,27-03-18,45.35958333
CU-S0060,28-03-18,42.19754386
CU-S0060,29-03-18,51.88164336
CU-S0060,30-03-18,41.23887097
CU-S0060,31-03-18,
CU-S0060,01-04-18,
CU-S0060,02-04-18,
CU-S0060,03-04-18,
CU-S0060,04-04-18,29.9265625
CU-S0060,05-04-18,19.35269231
CU-S0060,06-04-18,17.64618056
CU-S0060,07-04-18,10.528125
CU-S0060,08-04-18,10.11006944
CU-S0060,09-04-18,17.33784722
CU-S0060,10-04-18,26.78349442
CU-S0060,11-04-18,36.10359155
CU-S0060,12-04-18,57.33611111
CU-S0060,13-04-18,58.73402778
CU-S0060,14-04-18,62.20138889
CU-S0060,15-04-18,66.27048611
CU-S0060,16-04-18,54.62916667
CU-S0060,17-04-18,26.98472222
CU-S0060,18-04-18,0.472222222
CU-S0060,19-04-18,22.52244681
CU-S0060,20-04-18,26.7
CU-S0060,21-04-18,26.7
CU-S0060,22-04-18,26.7
CU-S0060,23-04-18,47.503125
CU-S0060,24-04-18,52.54701754
CU-S0060,25-04-18,39.66366906
CU-S0060,26-04-18,19.46333333
CU-S0060,27-04-18,5.108148148
CU-S0060,28-04-18,0
CU-S0060,29-04-18,2.002247191
CU-S0060,30-04-18,
CU-S0060,01-05-18,
CU-S0060,02-05-18,3.227096774
CU-S0060,03-05-18,5.969651568
CU-S0060,04-05-18,8.436643357
CU-S0060,05-05-18,9.541860465
CU-S0060,06-05-18,
CU-S0060,07-05-18,24.04275618
CU-S0060,08-05-18,22.41693227
CU-S0060,09-05-18,10.02251748
CU-S0060,10-05-18,0
CU-S0060,11-05-18,
CU-S0060,12-05-18,
CU-S0060,13-05-18,
CU-S0060,14-05-18,14.23610879
CU-S0060,15-05-18,12.43153257
CU-S0060,16-05-18,7.93220339
CU-S0060,17-05-18,
CU-S0060,18-05-18,21.80645161
CU-S0060,19-05-18,2.71296748
CU-S0060,20-05-18,6.528723404
CU-S0060,21-05-18,12.46170732
CU-S0060,22-05-18,28.792103
CU-S0060,23-05-18,173.7016304
CU-S0060,24-05-18,50.13368421
CU-S0060,25-05-18,
CU-S0060,26-05-18,
CU-S0060,27-05-18,
CU-S0060,28-05-18,
CU-S0060,29-05-18,
CU-S0060,30-05-18,
CU-S0060,31-05-18,0
CU-S0060,01-06-18,0.108333333
CU-S0060,02-06-18,
CU-S0060,03-06-18,
CU-S0060,04-06-18,
CU-S0060,05-06-18,
CU-S0060,06-06-18,
CU-S0060,07-06-18,2.831111111
CU-S0060,08-06-18,
CU-S0060,09-06-18,
CU-S0060,10-06-18,
CU-S0060,11-06-18,
CU-S0060,12-06-18,
CU-S0060,13-06-18,
CU-S0060,14-06-18,
CU-S0060,15-06-18,
CU-S0060,16-06-18,
CU-S0060,17-06-18,
CU-S0060,18-06-18,
CU-S0060,19-06-18,
CU-S0060,20-06-18,
CU-S0060,21-06-18,
CU-S0060,22-06-18,
CU-S0060,23-06-18,
CU-S0060,24-06-18,
CU-S0060,25-06-18,
CU-S0060,26-06-18,
CU-S0060,27-06-18,
CU-S0060,28-06-18,
CU-S0060,29-06-18,
CU-S0060,30-06-18,
CU-S0060,01-07-18,
CU-S0060,02-07-18,
CU-S0060,03-07-18,
CU-S0060,04-07-18,
CU-S0060,05-07-18,
CU-S0060,06-07-18,
CU-S0060,07-07-18,
CU-S0060,08-07-18,
CU-S0060,09-07-18,
CU-S0060,10-07-18,
CU-S0060,11-07-18,
CU-S0060,12-07-18,
CU-S0060,13-07-18,
CU-S0060,14-07-18,
CU-S0060,15-07-18,
CU-S0060,16-07-18,
CU-S0060,17-07-18,
CU-S0060,18-07-18,
CU-S0060,19-07-18,
CU-S0060,20-07-18,
CU-S0060,21-07-18,
CU-S0060,22-07-18,
CU-S0060,23-07-18,
CU-S0060,24-07-18,
CU-S0060,25-07-18,
CU-S0060,26-07-18,
CU-S0060,27-07-18,
CU-S0060,28-07-18,
CU-S0060,29-07-18,
CU-S0060,30-07-18,
CU-S0060,31-07-18,
CU-S0060,01-08-18,
CU-S0060,02-08-18,
CU-S0060,03-08-18,
CU-S0060,04-08-18,
CU-S0060,05-08-18,
CU-S0060,06-08-18,
CU-S0060,07-08-18,
CU-S0060,08-08-18,
CU-S0060,09-08-18,
CU-S0060,10-08-18,
CU-S0060,11-08-18,
CU-S0060,12-08-18,
CU-S0060,13-08-18,
CU-S0060,14-08-18,
CU-S0060,15-08-18,
CU-S0060,16-08-18,
CU-S0060,17-08-18,
CU-S0060,18-08-18,
CU-S0060,19-08-18,
CU-S0060,20-08-18,
CU-S0060,21-08-18,
CU-S0060,22-08-18,
CU-S0060,23-08-18,
CU-S0060,24-08-18,
CU-S0060,25-08-18,
CU-S0060,26-08-18,
CU-S0060,27-08-18,
CU-S0060,28-08-18,
CU-S0060,29-08-18,
CU-S0060,30-08-18,
CU-S0060,31-08-18,
CU-S0060,01-09-18,
CU-S0060,02-09-18,
CU-S0060,03-09-18,
CU-S0060,04-09-18,
CU-S0060,05-09-18,
CU-S0060,06-09-18,
CU-S0060,07-09-18,
CU-S0060,08-09-18,
CU-S0060,09-09-18,
CU-S0060,10-09-18,
CU-S0060,11-09-18,
CU-S0060,12-09-18,
CU-S0060,13-09-18,
CU-S0060,14-09-18,
CU-S0060,15-09-18,
CU-S0060,16-09-18,
CU-S0060,17-09-18,
CU-S0060,18-09-18,
CU-S0060,19-09-18,
CU-S0060,20-09-18,
CU-S0060,21-09-18,
CU-S0060,22-09-18,
CU-S0060,23-09-18,
CU-S0060,24-09-18,
CU-S0060,25-09-18,
CU-S0060,26-09-18,
CU-S0060,27-09-18,
CU-S0060,28-09-18,
CU-S0060,29-09-18,
CU-S0061,31-01-18,
CU-S0061,01-02-18,
CU-S0061,02-02-18,
CU-S0061,03-02-18,
CU-S0061,04-02-18,
CU-S0061,05-02-18,
CU-S0061,06-02-18,
CU-S0061,07-02-18,
CU-S0061,08-02-18,
CU-S0061,09-02-18,
CU-S0061,10-02-18,
CU-S0061,11-02-18,
CU-S0061,12-02-18,
CU-S0061,13-02-18,
CU-S0061,14-02-18,
CU-S0061,15-02-18,
CU-S0061,16-02-18,
CU-S0061,17-02-18,
CU-S0061,18-02-18,
CU-S0061,19-02-18,
CU-S0061,20-02-18,
CU-S0061,21-02-18,
CU-S0061,22-02-18,
CU-S0061,23-02-18,
CU-S0061,24-02-18,
CU-S0061,25-02-18,
CU-S0061,26-02-18,
CU-S0061,27-02-18,
CU-S0061,28-02-18,4.1565625
CU-S0061,01-03-18,
CU-S0061,02-03-18,
CU-S0061,03-03-18,
CU-S0061,04-03-18,
CU-S0061,05-03-18,
CU-S0061,06-03-18,
CU-S0061,07-03-18,
CU-S0061,08-03-18,
CU-S0061,09-03-18,
CU-S0061,10-03-18,
CU-S0061,11-03-18,
CU-S0061,12-03-18,
CU-S0061,13-03-18,
CU-S0061,14-03-18,
CU-S0061,15-03-18,
CU-S0061,16-03-18,
CU-S0061,17-03-18,
CU-S0061,18-03-18,
CU-S0061,19-03-18,
CU-S0061,20-03-18,
CU-S0061,21-03-18,
CU-S0061,22-03-18,
CU-S0061,23-03-18,
CU-S0061,24-03-18,
CU-S0061,25-03-18,
CU-S0061,26-03-18,
CU-S0061,27-03-18,
CU-S0061,28-03-18,
CU-S0061,29-03-18,
CU-S0061,30-03-18,
CU-S0061,31-03-18,
CU-S0061,01-04-18,
CU-S0061,02-04-18,
CU-S0061,03-04-18,
CU-S0061,04-04-18,
CU-S0061,05-04-18,
CU-S0061,06-04-18,
CU-S0061,07-04-18,
CU-S0061,08-04-18,
CU-S0061,09-04-18,
CU-S0061,10-04-18,
CU-S0061,11-04-18,
CU-S0061,12-04-18,
CU-S0061,13-04-18,
CU-S0061,14-04-18,
CU-S0061,15-04-18,
CU-S0061,16-04-18,
CU-S0061,17-04-18,
CU-S0061,18-04-18,
CU-S0061,19-04-18,
CU-S0061,20-04-18,
CU-S0061,21-04-18,
CU-S0061,22-04-18,
CU-S0061,23-04-18,
CU-S0061,24-04-18,
CU-S0061,25-04-18,
CU-S0061,26-04-18,
CU-S0061,27-04-18,
CU-S0061,28-04-18,
CU-S0061,29-04-18,
CU-S0061,30-04-18,
CU-S0061,01-05-18,
CU-S0061,02-05-18,
CU-S0061,03-05-18,
CU-S0061,04-05-18,
CU-S0061,05-05-18,
CU-S0061,06-05-18,
CU-S0061,07-05-18,
CU-S0061,08-05-18,
CU-S0061,09-05-18,
CU-S0061,10-05-18,
CU-S0061,11-05-18,
CU-S0061,12-05-18,
CU-S0061,13-05-18,
CU-S0061,14-05-18,
CU-S0061,15-05-18,
CU-S0061,16-05-18,
CU-S0061,17-05-18,
CU-S0061,18-05-18,
CU-S0061,19-05-18,
CU-S0061,20-05-18,
CU-S0061,21-05-18,
CU-S0061,22-05-18,
CU-S0061,23-05-18,
CU-S0061,24-05-18,
CU-S0061,25-05-18,
CU-S0061,26-05-18,
CU-S0061,27-05-18,
CU-S0061,28-05-18,
CU-S0061,29-05-18,
CU-S0061,30-05-18,
CU-S0061,31-05-18,
CU-S0061,01-06-18,
CU-S0061,02-06-18,
CU-S0061,03-06-18,
CU-S0061,04-06-18,
CU-S0061,05-06-18,
CU-S0061,06-06-18,
CU-S0061,07-06-18,
CU-S0061,08-06-18,
CU-S0061,09-06-18,
CU-S0061,10-06-18,
CU-S0061,11-06-18,
CU-S0061,12-06-18,
CU-S0061,13-06-18,
CU-S0061,14-06-18,
CU-S0061,15-06-18,
CU-S0061,16-06-18,
CU-S0061,17-06-18,
CU-S0061,18-06-18,
CU-S0061,19-06-18,
CU-S0061,20-06-18,
CU-S0061,21-06-18,
CU-S0061,22-06-18,
CU-S0061,23-06-18,
CU-S0061,24-06-18,
CU-S0061,25-06-18,
CU-S0061,26-06-18,
CU-S0061,27-06-18,
CU-S0061,28-06-18,
CU-S0061,29-06-18,
CU-S0061,30-06-18,
CU-S0061,01-07-18,
CU-S0061,02-07-18,
CU-S0061,03-07-18,
CU-S0061,04-07-18,
CU-S0061,05-07-18,
CU-S0061,06-07-18,
CU-S0061,07-07-18,
CU-S0061,08-07-18,
CU-S0061,09-07-18,
CU-S0061,10-07-18,
CU-S0061,11-07-18,
CU-S0061,12-07-18,
CU-S0061,13-07-18,
CU-S0061,14-07-18,
CU-S0061,15-07-18,
CU-S0061,16-07-18,
CU-S0061,17-07-18,
CU-S0061,18-07-18,
CU-S0061,19-07-18,
CU-S0061,20-07-18,
CU-S0061,21-07-18,
CU-S0061,22-07-18,
CU-S0061,23-07-18,
CU-S0061,24-07-18,
CU-S0061,25-07-18,
CU-S0061,26-07-18,
CU-S0061,27-07-18,
CU-S0061,28-07-18,
CU-S0061,29-07-18,
CU-S0061,30-07-18,
CU-S0061,31-07-18,
CU-S0061,01-08-18,
CU-S0061,02-08-18,
CU-S0061,03-08-18,
CU-S0061,04-08-18,
CU-S0061,05-08-18,
CU-S0061,06-08-18,
CU-S0061,07-08-18,
CU-S0061,08-08-18,
CU-S0061,09-08-18,
CU-S0061,10-08-18,
CU-S0061,11-08-18,
CU-S0061,12-08-18,
CU-S0061,13-08-18,
CU-S0061,14-08-18,
CU-S0061,15-08-18,
CU-S0061,16-08-18,
CU-S0061,17-08-18,
CU-S0061,18-08-18,
CU-S0061,19-08-18,
CU-S0061,20-08-18,
CU-S0061,21-08-18,
CU-S0061,22-08-18,
CU-S0061,23-08-18,
CU-S0061,24-08-18,
CU-S0061,25-08-18,
CU-S0061,26-08-18,
CU-S0061,27-08-18,
CU-S0061,28-08-18,
CU-S0061,29-08-18,
CU-S0061,30-08-18,
CU-S0061,31-08-18,
CU-S0061,01-09-18,
CU-S0061,02-09-18,
CU-S0061,03-09-18,
CU-S0061,04-09-18,
CU-S0061,05-09-18,
CU-S0061,06-09-18,
CU-S0061,07-09-18,
CU-S0061,08-09-18,
CU-S0061,09-09-18,
CU-S0061,10-09-18,
CU-S0061,11-09-18,
CU-S0061,12-09-18,
CU-S0061,13-09-18,
CU-S0061,14-09-18,
CU-S0061,15-09-18,
CU-S0061,16-09-18,
CU-S0061,17-09-18,
CU-S0061,18-09-18,
CU-S0061,19-09-18,
CU-S0061,20-09-18,
CU-S0061,21-09-18,
CU-S0061,22-09-18,
CU-S0061,23-09-18,
CU-S0061,24-09-18,
CU-S0061,25-09-18,
CU-S0061,26-09-18,
CU-S0061,27-09-18,
CU-S0061,28-09-18,
CU-S0061,29-09-18,
CU-S0064,31-01-18,
CU-S0064,01-02-18,
CU-S0064,02-02-18,
CU-S0064,03-02-18,
CU-S0064,04-02-18,
CU-S0064,05-02-18,
CU-S0064,06-02-18,
CU-S0064,07-02-18,
CU-S0064,08-02-18,
CU-S0064,09-02-18,
CU-S0064,10-02-18,
CU-S0064,11-02-18,
CU-S0064,12-02-18,
CU-S0064,13-02-18,
CU-S0064,14-02-18,
CU-S0064,15-02-18,
CU-S0064,16-02-18,
