Series,Time,Value
mqtt_consumer.mean {topic: chula/CU-S0054},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0054},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},6/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},7/2/2018,74.40277778
mqtt_consumer.mean {topic: chula/CU-S0055},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0055},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},6/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},7/2/2018,74.89479167
mqtt_consumer.mean {topic: chula/CU-S0056},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0056},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},6/2/2018,63.49763105
mqtt_consumer.mean {topic: chula/CU-S0060},7/2/2018,72.08522727
mqtt_consumer.mean {topic: chula/CU-S0060},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0060},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},5/2/2018,65.1795302
mqtt_consumer.mean {topic: chula/CU-S0070},6/2/2018,58.27951389
mqtt_consumer.mean {topic: chula/CU-S0070},7/2/2018,64.00929752
mqtt_consumer.mean {topic: chula/CU-S0070},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0070},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},5/2/2018,61.39616071
mqtt_consumer.mean {topic: chula/CU-S0074},6/2/2018,52.12018349
mqtt_consumer.mean {topic: chula/CU-S0074},7/2/2018,61.74637097
mqtt_consumer.mean {topic: chula/CU-S0074},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0074},11/4/2018,null
